;artists;Artist_origin;Song_Decade;music_key;Title;popularity;Language Specific Popularity
26220;Jim Reeves;UK;1960;A;There's a Heartache Following Me;26;29.0
26221;Jim Reeves;UK;1960;A;When You Are Gone;29;32.0
26222;Jim Reeves;UK;1960;A#,Bb;I'd Fight the World;21;23.0
26223;Jim Reeves;UK;1960;A#,Bb;Just Out of Reach;21;23.0
26225;Jim Reeves;UK;1960;A#,Bb;Where Do I Go to Throw a Picture Away;35;38.0
25682;Jefferson Airplane;USA;1960;B;3/5 of a Mile in 10 Seconds;37;40.0
28305;Johnny Cash;UK;1960;F;My Treasure;7;8.0
28307;Johnny Cash;UK;1960;F;Orange Blossom Special - Live at San Quentin State Prison, San Quentin, CA - February 1969;23;25.0
29824;Julie London;UK;1960;A#,Bb;Daddy;9;11.0
29825;Julie London;UK;1960;A#,Bb;I Got It Bad (And That Ain't Good);25;28.0
29826;Julie London;UK;1960;A#,Bb;Light My Fire;32;35.0
29827;Julie London;UK;1960;A#,Bb;Love Letters - Remastered;20;22.0
29828;Julie London;UK;1960;A#,Bb;Show Me The Way To Go Home;47;51.0
29829;Julie London;UK;1960;A#,Bb;Slightly Out Of Tune (Desafinado);35;38.0
29830;Julie London;UK;1960;A#,Bb;Something Cool;10;12.0
29831;Julie London;UK;1960;A#,Bb;The One I Love (Belongs To Somebody Else);22;24.0
29832;Julie London;UK;1960;A#,Bb;The Thrill Is Gone;14;16.0
29833;Julie London;UK;1960;A#,Bb;This Can't Be Love;28;31.0
29834;Julie London;UK;1960;A#,Bb;What A Difference A Day Makes - Remastered;14;16.0
29835;Julie London;UK;1960;A#,Bb;Why Don't You Do Right;34;37.0
29836;Julie London;UK;1960;B;Chances Are;19;21.0
29823;Julie London;UK;1960;A#,Bb;Call Me Irresponsible;21;23.0
29837;Julie London;UK;1960;B;I Wanna Be Around;19;21.0
29839;Julie London;UK;1960;C;And I Love Him;31;34.0
29840;Julie London;UK;1960;C;Misty;30;33.0
29841;Julie London;UK;1960;C;Our Day Will Come;38;41.0
29842;Julie London;UK;1960;C;The Good Life;31;34.0
29843;Julie London;UK;1960;C;You Stepped Out Of A Dream;15;17.0
29844;Julie London;UK;1960;C;Yummy, Yummy, Yummy;23;25.0
29845;Julie London;UK;1960;C#,Db;Do It Again;11;13.0
29846;Julie London;UK;1960;C#,Db;I Left My Heart In San Francisco;26;29.0
29847;Julie London;UK;1960;C#,Db;Nice Girls Don't Stay For Breakfast;44;48.0
29848;Julie London;UK;1960;C#,Db;Perfidia;45;49.0
29849;Julie London;UK;1960;D;Bidin' My Time;40;44.0
29850;Julie London;UK;1960;D;I Surrender, Dear;31;34.0
29851;Julie London;UK;1960;D;Love For Sale;14;16.0
29838;Julie London;UK;1960;C;An Occasional Man;8;10.0
29822;Julie London;UK;1960;A;You Made Me Love You;27;30.0
29821;Julie London;UK;1960;A;Where Are You;30;33.0
29820;Julie London;UK;1960;A;The End Of A Love Affair;15;17.0
29665;Judy Collins;USA;1960;D#,Eb;I Think It's Going to Rain Today;23;25.0
29666;Judy Collins;USA;1960;D#,Eb;Sisters of Mercy;21;23.0
29667;Judy Collins;USA;1960;F;Michael from Mountains;23;25.0
29668;Judy Collins;USA;1960;F#,Gb;Marat / Sade;19;21.0
29669;Judy Collins;USA;1960;F#,Gb;Suzanne;31;34.0
29670;Judy Collins;USA;1960;G;Maid of Constant Sorrow;11;13.0
29671;Judy Collins;USA;1960;G;Since You Asked;20;22.0
29672;Judy Collins;USA;1960;G;Someday Soon;35;38.0
29673;Judy Collins;USA;1960;G#,Ab;Both Sides Now;52;56.0
29674;Judy Collins;USA;1960;G#,Ab;The Last Thing on My Mind;13;15.0
29675;Judy Collins;USA;1960;G#,Ab;Turn, Turn, Turn! / To Everything There Is a Season;27;30.0
32438;Leonard Cohen;UK;1960;A;So Long, Marianne;61;66.0
32437;Leonard Cohen;UK;1960;A;Bird on the Wire;50;54.0
32436;Leonard Cohen;UK;1960;A;A Bunch of Lonesome Heroes;32;35.0
32434;Leonard Bernstein;France (France);1960;F;"Symphonic Suite (From the Film ""On The Waterfront""): Andante - Presto barbaro Presto barbaro";10;13.0
44012;Sammy Davis Jr.;USA;1960;A;If My Friends Could See Me Now;15;17.0
44013;Sammy Davis Jr.;USA;1960;A#,Bb;Gonna Build a Mountain;31;34.0
44014;Sammy Davis Jr.;USA;1960;B;What Kind of Fool Am I;42;46.0
44015;Sammy Davis Jr.;USA;1960;C;(Love Is) The Tender Trap;6;7.0
44016;Sammy Davis Jr.;USA;1960;C;A Lot of Living to Do;23;27.0
44017;Sammy Davis Jr.;USA;1960;C;Birth of the Blues;38;41.0
29812;Julie London;UK;1960;A;Always True To You (In My Fashion);8;10.0
29813;Julie London;UK;1960;A;Black Coffee;18;20.0
29814;Julie London;UK;1960;A;Don't Smoke In Bed;12;14.0
29815;Julie London;UK;1960;A;Give Me The Simple Life;25;28.0
29816;Julie London;UK;1960;A;I Remember You;20;22.0
29817;Julie London;UK;1960;A;Let There Be Love;27;30.0
29818;Julie London;UK;1960;A;Lush Life;11;13.0
29819;Julie London;UK;1960;A;My Coloring Book;18;20.0
29852;Julie London;UK;1960;D#,Eb;As Time Goes By;30;33.0
29853;Julie London;UK;1960;D#,Eb;You And The Night And The Music;27;30.0
29854;Julie London;UK;1960;D#,Eb;You Belong To My Heart;21;23.0
29855;Julie London;UK;1960;E;Besame Mucho;20;22.0
32263;Laura Nyro;USA;1960;C;Luckie;24;27.0
32262;Laura Nyro;USA;1960;C;Emmie;18;20.0
32261;Laura Nyro;USA;1960;C;Eli's Comin';29;32.0
32260;Laura Nyro;USA;1960;A#,Bb;Poverty Train;21;23.0
44023;Sammy Davis Jr.;USA;1960;C;Yes I Can;14;16.0
44024;Sammy Davis Jr.;USA;1960;E;The Shelter of Your Arms;19;21.0
32256;Laura Nyro;UK;1960;G;Stoned Soul Picnic;22;24.0
32255;Laura Nyro;UK;1960;D#,Eb;Lu;20;22.0
32254;Laura Nyro;UK;1960;D;Timer;19;21.0
32253;Laura Nyro;UK;1960;D;Save the Country;21;23.0
32252;Laura Nyro;UK;1960;C;Sweet Blindness;23;25.0
32251;Laura Nyro;UK;1960;C;Luckie;24;27.0
32250;Laura Nyro;UK;1960;C;Emmie;18;20.0
32249;Laura Nyro;UK;1960;C;Eli's Comin';29;32.0
32248;Laura Nyro;UK;1960;A#,Bb;Poverty Train;21;23.0
44025;Sammy Davis Jr.;USA;1960;F;Bye Bye Blackbird - Remastered;10;12.0
44026;Sammy Davis Jr.;USA;1960;F;Hey There;27;30.0
44027;Sammy Davis Jr.;USA;1960;F;Let There Be Love - Remastered;31;34.0
44028;Sammy Davis Jr.;USA;1960;F;Not for Me;21;23.0
44029;Sammy Davis Jr.;USA;1960;F;Someone Nice Like You;21;23.0
44030;Sammy Davis Jr.;USA;1960;F#,Gb;Can't We Be Friends;34;38.0
44031;Sammy Davis Jr.;USA;1960;G;Back in Your Own Back Yard;12;14.0
44032;Sammy Davis Jr.;USA;1960;G;Thou Swell - Remastered;7;8.0
44033;Sammy Davis Jr.;USA;1960;G#,Ab;Once in a Lifetime;12;14.0
44034;Sammy Davis Jr.;USA;1960;G#,Ab;The Good Life;20;22.0
29956;Julie London;USA;1960;A;Always True To You (In My Fashion);8;10.0
29957;Julie London;USA;1960;A;Black Coffee;18;20.0
29958;Julie London;USA;1960;A;Don't Smoke In Bed;12;14.0
29959;Julie London;USA;1960;A;Give Me The Simple Life;25;28.0
32264;Laura Nyro;USA;1960;C;Sweet Blindness;23;25.0
29664;Judy Collins;USA;1960;C#,Db;Wild Mountain Thyme;13;15.0
32265;Laura Nyro;USA;1960;D;Save the Country;21;23.0
32267;Laura Nyro;USA;1960;D#,Eb;Lu;20;22.0
29856;Julie London;UK;1960;E;Frenesi;19;21.0
29857;Julie London;UK;1960;E;My Heart Belongs To Daddy - Version 1;33;36.0
29858;Julie London;UK;1960;E;Sway;28;31.0
29859;Julie London;UK;1960;E;There'll Be Some Changes Made;9;11.0
29860;Julie London;UK;1960;F;A Taste Of Honey;26;29.0
29861;Julie London;UK;1960;F;Fly Me To The Moon (In Other Words);55;60.0
29862;Julie London;UK;1960;F;In The Wee Small Hours Of The Morning;27;30.0
29863;Julie London;UK;1960;F;Sentimental Journey;25;28.0
29864;Julie London;UK;1960;F;Take Back Your Mink;8;10.0
29865;Julie London;UK;1960;F#,Gb;'Round Midnight;28;31.0
29866;Julie London;UK;1960;F#,Gb;It Had To Be You;32;35.0
29867;Julie London;UK;1960;F#,Gb;You'd Be So Nice To Come Home To;48;53.0
29868;Julie London;UK;1960;G;But Not For Me;14;16.0
29869;Julie London;UK;1960;G;Hard Hearted Hannah;12;14.0
29870;Julie London;UK;1960;G;I've Got A Crush On You;28;31.0
29871;Julie London;UK;1960;G;Me And My Shadow;36;39.0
29872;Julie London;UK;1960;G;My Baby Just Cares For Me - Live At The Americana Hotel, New York, 1964;23;25.0
29873;Julie London;UK;1960;G;Spring Will Be A Little Late This Year;41;45.0
29874;Julie London;UK;1960;G;The Days Of Wine And Roses;30;33.0
29875;Julie London;UK;1960;G;The End Of The World;52;56.0
29876;Julie London;UK;1960;G;The Party's Over;14;16.0
29877;Julie London;UK;1960;G;They Didn't Believe Me;14;16.0
29878;Julie London;UK;1960;G#,Ab;Diamonds Are A Girl's Best Friend;32;35.0
44018;Sammy Davis Jr.;USA;1960;C;I'm Gonna Live Till I Die;29;32.0
44019;Sammy Davis Jr.;USA;1960;C;I've Got You Under My Skin;25;28.0
44020;Sammy Davis Jr.;USA;1960;C;I've Gotta Be Me;33;36.0
44021;Sammy Davis Jr.;USA;1960;C;The Lady Is A Tramp;29;32.0
44022;Sammy Davis Jr.;USA;1960;C;Too Close for Comfort;22;24.0
32268;Laura Nyro;USA;1960;G;Stoned Soul Picnic;22;24.0
32266;Laura Nyro;USA;1960;D;Timer;19;21.0
29663;Judy Collins;USA;1960;C#,Db;In My Life;42;46.0
29662;Judy Collins;USA;1960;C#,Db;Albatross;22;24.0
29661;Judy Collins;USA;1960;C;Sunny Goodge Street;30;33.0
29145;Johnny Mathis;USA;1960;D;Don't Blame Me;6;7.0
29146;Johnny Mathis;USA;1960;E;My Romance;13;15.0
29147;Johnny Mathis;USA;1960;E;The Windmills of Your Mind;37;40.0
29148;Johnny Mathis;USA;1960;F;The Best Is Yet to Come;13;15.0
29179;Johnny Tillotson;UK;1960;A;"It Keeps Right On A-Hurtin' - 1962 #3Pop; #4Country Billboard Chart Hit";17;19.0
29180;Johnny Tillotson;UK;1960;A#,Bb;Lonely Street;14;16.0
29181;Johnny Tillotson;UK;1960;B;Take Good Care Of Her;25;28.0
29182;Johnny Tillotson;UK;1960;C;Cutie Pie;15;17.0
29183;Johnny Tillotson;UK;1960;E;Dreamy Eyes;10;12.0
29184;Johnny Tillotson;UK;1960;E;Earth Angel - 1960 #57 Billboard chart hit;10;12.0
29185;Johnny Tillotson;UK;1960;F#,Gb;I Fall To Pieces;11;13.0
29186;Johnny Tillotson;UK;1960;G#,Ab;Fool Number One;12;14.0
29187;Johnny Tillotson;UK;1960;G#,Ab;Poetry In Motion - 1960 #2 Billboard chart hit;21;23.0
29188;Johnny Tillotson;UK;1960;G#,Ab;Why Do I Love You So - 1960 #42 Billboard chart hit;27;30.0
29192;Johnny Tillotson;USA;1960;A;"It Keeps Right On A-Hurtin' - 1962 #3Pop; #4Country Billboard Chart Hit";17;19.0
29193;Johnny Tillotson;USA;1960;A#,Bb;Lonely Street;14;16.0
29194;Johnny Tillotson;USA;1960;B;Take Good Care Of Her;25;28.0
29195;Johnny Tillotson;USA;1960;C;Cutie Pie;15;17.0
29196;Johnny Tillotson;USA;1960;E;Dreamy Eyes;10;12.0
29197;Johnny Tillotson;USA;1960;E;Earth Angel - 1960 #57 Billboard chart hit;10;12.0
29198;Johnny Tillotson;USA;1960;F#,Gb;I Fall To Pieces;11;13.0
29199;Johnny Tillotson;USA;1960;G#,Ab;Fool Number One;12;14.0
29200;Johnny Tillotson;USA;1960;G#,Ab;Poetry In Motion - 1960 #2 Billboard chart hit;21;23.0
29201;Johnny Tillotson;USA;1960;G#,Ab;Why Do I Love You So - 1960 #42 Billboard chart hit;27;30.0
29206;Jon & Robin;UK;1960;A;Do It Again a Little Bit Slower;38;41.0
29207;Jon & Robin;USA;1960;A;Do It Again a Little Bit Slower;38;41.0
32506;Leonard Cohen;USA;1960;A;A Bunch of Lonesome Heroes;32;35.0
29224;Jon Hendricks;UK;1960;D;The Duck - O Pato;17;19.0
29225;Jon Hendricks;USA;1960;D;The Duck - O Pato;17;19.0
29144;Johnny Mathis;USA;1960;A;"Love Theme from ""Romeo and Juliet"" (A Time for Us)";28;31.0
32455;Leonard Cohen;UK;1960;G;Winter Lady;43;47.0
32507;Leonard Cohen;USA;1960;A;Bird on the Wire;50;54.0
32509;Leonard Cohen;USA;1960;A;Tonight Will Be Fine;33;36.0
32593;Lesley Gore;UK;1960;C;Misty;39;42.0
32592;Lesley Gore;UK;1960;C;Just Let Me Cry;32;35.0
32591;Lesley Gore;UK;1960;C;I Died Inside;19;21.0
32590;Lesley Gore;UK;1960;B;Young Lovers;21;23.0
32589;Lesley Gore;UK;1960;B;Judy's Turn To Cry;39;42.0
32588;Lesley Gore;UK;1960;B;I Understand;22;24.0
32587;Lesley Gore;UK;1960;A#,Bb;What Kind Of Fool Am I?;24;27.0
32586;Lesley Gore;UK;1960;A#,Bb;The Old Crowd;25;28.0
32585;Lesley Gore;UK;1960;A#,Bb;Look Of Love;25;28.0
32584;Lesley Gore;UK;1960;A;It's My Party;59;64.0
32583;Lesley Gore;UK;1960;A;Cry;23;25.0
32577;Les Chats Sauvages,Dick Rivers;France (France);1960;D;Twist à Saint-Tropez;37;45.0
32576;Les Chats Sauvages,Dick Rivers;France (France);1960;A;C'est pas sérieux;35;43.0
32525;Leonard Cohen;USA;1960;G;Winter Lady;43;47.0
32524;Leonard Cohen;USA;1960;G;The Partisan;52;56.0
32523;Leonard Cohen;USA;1960;G;Teachers;41;45.0
32522;Leonard Cohen;USA;1960;F#,Gb;Suzanne;65;70.0
32521;Leonard Cohen;USA;1960;F#,Gb;Seems So Long Ago, Nancy;35;38.0
32520;Leonard Cohen;USA;1960;F;Story of Isaac;33;36.0
32519;Leonard Cohen;USA;1960;E;You Know Who I Am;32;35.0
32518;Leonard Cohen;USA;1960;E;The Stranger Song;48;52.0
32517;Leonard Cohen;USA;1960;E;The Old Revolution;32;35.0
32516;Leonard Cohen;USA;1960;E;The Butcher;31;34.0
32515;Leonard Cohen;USA;1960;E;Stories of the Street;40;44.0
32514;Leonard Cohen;USA;1960;C;Master Song;42;46.0
32513;Leonard Cohen;USA;1960;C;Lady Midnight;43;47.0
32512;Leonard Cohen;USA;1960;B;Sisters of Mercy;48;52.0
32511;Leonard Cohen;USA;1960;B;One of Us Cannot Be Wrong;41;45.0
32510;Leonard Cohen;USA;1960;A#,Bb;Hey, That's No Way to Say Goodbye;52;56.0
32508;Leonard Cohen;USA;1960;A;So Long, Marianne;61;66.0
29960;Julie London;USA;1960;A;I Remember You;20;22.0
32454;Leonard Cohen;UK;1960;G;The Partisan;52;56.0
32452;Leonard Cohen;UK;1960;F#,Gb;Suzanne;65;70.0
32442;Leonard Cohen;UK;1960;B;Sisters of Mercy;48;52.0
32441;Leonard Cohen;UK;1960;B;One of Us Cannot Be Wrong;41;45.0
32440;Leonard Cohen;UK;1960;A#,Bb;Hey, That's No Way to Say Goodbye;52;56.0
32439;Leonard Cohen;UK;1960;A;Tonight Will Be Fine;33;36.0
29630;Judy Collins;UK;1960;A;Golden Apples of the Sun;7;8.0
29631;Judy Collins;UK;1960;A#,Bb;Hey, That's No Way to Say Goodbye;25;28.0
29632;Judy Collins;UK;1960;A#,Bb;Who Knows Where the Time Goes;36;39.0
29633;Judy Collins;UK;1960;B;La Chanson Des Vieux Amants (The Song of Old Lovers);20;22.0
29634;Judy Collins;UK;1960;B;Me & My Uncle;12;14.0
29635;Judy Collins;UK;1960;C;Sunny Goodge Street;30;33.0
29636;Judy Collins;UK;1960;C#,Db;Albatross;22;24.0
29637;Judy Collins;UK;1960;C#,Db;In My Life;42;46.0
29638;Judy Collins;UK;1960;C#,Db;Wild Mountain Thyme;13;15.0
29639;Judy Collins;UK;1960;D#,Eb;I Think It's Going to Rain Today;23;25.0
29640;Judy Collins;UK;1960;D#,Eb;Sisters of Mercy;21;23.0
29641;Judy Collins;UK;1960;F;Michael from Mountains;23;25.0
29642;Judy Collins;UK;1960;F#,Gb;Marat / Sade;19;21.0
29643;Judy Collins;UK;1960;F#,Gb;Suzanne;31;34.0
29644;Judy Collins;UK;1960;G;Maid of Constant Sorrow;11;13.0
29645;Judy Collins;UK;1960;G;Since You Asked;20;22.0
29646;Judy Collins;UK;1960;G;Someday Soon;35;38.0
29647;Judy Collins;UK;1960;G#,Ab;Both Sides Now;52;56.0
29648;Judy Collins;UK;1960;G#,Ab;The Last Thing on My Mind;13;15.0
29649;Judy Collins;UK;1960;G#,Ab;Turn, Turn, Turn! / To Everything There Is a Season;27;30.0
29656;Judy Collins;USA;1960;A;Golden Apples of the Sun;7;8.0
29657;Judy Collins;USA;1960;A#,Bb;Hey, That's No Way to Say Goodbye;25;28.0
29658;Judy Collins;USA;1960;A#,Bb;Who Knows Where the Time Goes;36;39.0
29659;Judy Collins;USA;1960;B;La Chanson Des Vieux Amants (The Song of Old Lovers);20;22.0
29660;Judy Collins;USA;1960;B;Me & My Uncle;12;14.0
32443;Leonard Cohen;UK;1960;C;Lady Midnight;43;47.0
32453;Leonard Cohen;UK;1960;G;Teachers;41;45.0
32444;Leonard Cohen;UK;1960;C;Master Song;42;46.0
32446;Leonard Cohen;UK;1960;E;The Butcher;31;34.0
32451;Leonard Cohen;UK;1960;F#,Gb;Seems So Long Ago, Nancy;35;38.0
32450;Leonard Cohen;UK;1960;F;Story of Isaac;33;36.0
32449;Leonard Cohen;UK;1960;E;You Know Who I Am;32;35.0
46015;Tammi Terrell;USA;1960;G#,Ab;Can't Stop Now (Love Is Calling);22;24.0
46014;Tammi Terrell;USA;1960;C;This Old Heart Of Mine (Is Weak For You);26;29.0
46013;Tammi Terrell;UK;1960;G#,Ab;Can't Stop Now (Love Is Calling);22;24.0
46012;Tammi Terrell;UK;1960;C;This Old Heart Of Mine (Is Weak For You);26;29.0
29369;Joni Mitchell;France (France);1960;A#,Bb;The Fiddle and the Drum;30;37.0
29370;Joni Mitchell;France (France);1960;A#,Bb;The Pirate of Penance;27;33.0
29371;Joni Mitchell;France (France);1960;B;The Gallery;32;39.0
29372;Joni Mitchell;France (France);1960;C;Roses Blue;31;38.0
29373;Joni Mitchell;France (France);1960;D;Sisotowbell Lane;29;36.0
29374;Joni Mitchell;France (France);1960;E;Chelsea Morning;46;56.0
29375;Joni Mitchell;France (France);1960;E;I Had a King;36;44.0
29376;Joni Mitchell;France (France);1960;E;I Think I Understand;31;38.0
29377;Joni Mitchell;France (France);1960;E;Tin Angel;33;40.0
29378;Joni Mitchell;France (France);1960;F;I Don't Know Where I Stand;38;46.0
29379;Joni Mitchell;France (France);1960;F;Michael from Mountains;35;43.0
29380;Joni Mitchell;France (France);1960;F;Song to a Seagull;29;36.0
29381;Joni Mitchell;France (France);1960;F#,Gb;Both Sides Now;61;74.0
29382;Joni Mitchell;France (France);1960;F#,Gb;Cactus Tree;54;65.0
29383;Joni Mitchell;France (France);1960;F#,Gb;Songs to Aging Children Come;34;41.0
29384;Joni Mitchell;France (France);1960;F#,Gb;That Song About the Midway;33;40.0
29385;Joni Mitchell;France (France);1960;G;Marcie;30;37.0
29386;Joni Mitchell;France (France);1960;G;Nathan La Franeer;28;34.0
29387;Joni Mitchell;France (France);1960;G;Night in the City;31;38.0
29388;Joni Mitchell;France (France);1960;G;The Dawntreader;38;46.0
32448;Leonard Cohen;UK;1960;E;The Stranger Song;48;52.0
32447;Leonard Cohen;UK;1960;E;The Old Revolution;32;35.0
32445;Leonard Cohen;UK;1960;E;Stories of the Street;40;44.0
32594;Lesley Gore;UK;1960;C;Run Bobby Run;25;28.0
29961;Julie London;USA;1960;A;Let There Be Love;27;30.0
29963;Julie London;USA;1960;A;My Coloring Book;18;20.0
44767;Shelley Fabares;USA;1960;G;See You in September;8;10.0
44766;Shelley Fabares;USA;1960;F;Picnic;7;8.0
44765;Shelley Fabares;USA;1960;D#,Eb;True Love;6;7.0
44764;Shelley Fabares;USA;1960;C;Love Letters;8;10.0
44763;Shelley Fabares;USA;1960;C;Johnny Angel - Single Version;49;54.0
44762;Shelley Fabares;USA;1960;A#,Bb;Breaking Up Is Hard to Do;12;14.0
44760;Shelley Fabares;UK;1960;G#,Ab;Sealed with a Kiss;7;8.0
44759;Shelley Fabares;UK;1960;G#,Ab;Johnny Get Angry;15;17.0
44758;Shelley Fabares;UK;1960;G;See You in September;8;10.0
44757;Shelley Fabares;UK;1960;F;Picnic;7;8.0
44756;Shelley Fabares;UK;1960;D#,Eb;True Love;6;7.0
44755;Shelley Fabares;UK;1960;C;Love Letters;8;10.0
44754;Shelley Fabares;UK;1960;C;Johnny Angel - Single Version;49;54.0
44768;Shelley Fabares;USA;1960;G#,Ab;Johnny Get Angry;15;17.0
44753;Shelley Fabares;UK;1960;A#,Bb;Breaking Up Is Hard to Do;12;14.0
44750;Shelby Flint;USA;1960;E;Hi Lili, Hi-Lo;9;11.0
44749;Shelby Flint;USA;1960;D;Angel on My Shoulder;16;18.0
44748;Shelby Flint;USA;1960;A#,Bb;Lavender Blue;7;8.0
44747;Shelby Flint;USA;1960;A;I Will Love You;7;8.0
44745;Shelby Flint;UK;1960;G#,Ab;Far Away Places;15;17.0
44744;Shelby Flint;UK;1960;E;Hi Lili, Hi-Lo;9;11.0
44743;Shelby Flint;UK;1960;D;Angel on My Shoulder;16;18.0
44742;Shelby Flint;UK;1960;A#,Bb;Lavender Blue;7;8.0
44741;Shelby Flint;UK;1960;A;I Will Love You;7;8.0
44706;Serge Reggiani;France (France);1960;F;Il suffirait de presque rien - Nouveau mix;49;59.0
44703;Serge Gainsbourg,Jane Birkin;France (France);1960;G;69 année érotique;27;33.0
44702;Serge Gainsbourg,Jane Birkin;France (France);1960;C;Je t'aime moi non plus;40;49.0
44692;Serge Gainsbourg;France (France);1960;G#,Ab;Intoxicated Man;35;43.0
44751;Shelby Flint;USA;1960;G#,Ab;Far Away Places;15;17.0
44769;Shelley Fabares;USA;1960;G#,Ab;Sealed with a Kiss;7;8.0
44913;Shirley Horn;UK;1960;A;Let Me Love You;20;22.0
44914;Shirley Horn;UK;1960;C;Do It Again;30;33.0
45027;Slim Whitman;UK;1960;D;A Tree In The Meadow;15;17.0
45026;Slim Whitman;UK;1960;A;Sioux City Sue;14;16.0
45025;Slim Whitman;UK;1960;A;Hi Lili Hilo;15;17.0
31042;Kenny Dorham;UK;1960;A#,Bb;If Ever I Would Leave You - Rudy Van Gelder Edition/Digital Remaster/24 Bit Mastering/1998;16;18.0
31043;Kenny Dorham;UK;1960;C;Mamacita - Remastered 2014;18;20.0
31044;Kenny Dorham;UK;1960;D#,Eb;Sao Paulo - Remastered;20;22.0
31045;Kenny Dorham;UK;1960;F;Una Mas (One More Time) - Rudy Van Gelder Edition/Digital Remaster/24 Bit Mastering/1998;24;27.0
31046;Kenny Dorham;UK;1960;G;El Matador;12;14.0
31047;Kenny Dorham;UK;1960;G#,Ab;Straight Ahead - Rudy Van Gelder Edition/Digital Remaster/24 Bit Mastering/1998;16;18.0
31049;Kenny Dorham;USA;1960;A#,Bb;If Ever I Would Leave You - Rudy Van Gelder Edition/Digital Remaster/24 Bit Mastering/1998;16;18.0
31050;Kenny Dorham;USA;1960;C;Mamacita - Remastered 2014;18;20.0
31051;Kenny Dorham;USA;1960;D#,Eb;Sao Paulo - Remastered;20;22.0
31052;Kenny Dorham;USA;1960;F;Una Mas (One More Time) - Rudy Van Gelder Edition/Digital Remaster/24 Bit Mastering/1998;24;27.0
31053;Kenny Dorham;USA;1960;G;El Matador;12;14.0
31054;Kenny Dorham;USA;1960;G#,Ab;Straight Ahead - Rudy Van Gelder Edition/Digital Remaster/24 Bit Mastering/1998;16;18.0
44959;Skeeter Davis;USA;1960;D;(Theme from) A Summer Place;21;23.0
44957;Skeeter Davis;UK;1960;D;(Theme from) A Summer Place;21;23.0
44928;Shirley Horn;USA;1960;G#,Ab;Mack The Knife;21;23.0
44927;Shirley Horn;USA;1960;F;Love For Sale;26;29.0
44926;Shirley Horn;USA;1960;F;And I Love Him;33;36.0
44925;Shirley Horn;USA;1960;D;The Good Life;16;18.0
44924;Shirley Horn;USA;1960;D;On The Street Where You Live;12;14.0
44923;Shirley Horn;USA;1960;C;Do It Again;30;33.0
44922;Shirley Horn;USA;1960;A;Let Me Love You;20;22.0
44919;Shirley Horn;UK;1960;G#,Ab;Mack The Knife;21;23.0
44918;Shirley Horn;UK;1960;F;Love For Sale;26;29.0
44917;Shirley Horn;UK;1960;F;And I Love Him;33;36.0
44916;Shirley Horn;UK;1960;D;The Good Life;16;18.0
44915;Shirley Horn;UK;1960;D;On The Street Where You Live;12;14.0
44691;Serge Gainsbourg;France (France);1960;G#,Ab;Ford Mustang;35;43.0
44690;Serge Gainsbourg;France (France);1960;G;"L'eau à la bouche - BOF ""L'eau à la bouche""";39;47.0
44689;Serge Gainsbourg;France (France);1960;F;Requiem pour un twisteur;27;33.0
44688;Serge Gainsbourg;France (France);1960;F;Pauvre Lola;24;30.0
31534;King Pleasure;UK;1960;G#,Ab;Don't Worry About Me;10;12.0
31535;King Pleasure;USA;1960;A;Moody's Mood for Love;34;37.0
31536;King Pleasure;USA;1960;A#,Bb;All of Me;7;8.0
31537;King Pleasure;USA;1960;A#,Bb;Little Boy, Don't Get Scared;9;11.0
31538;King Pleasure;USA;1960;A#,Bb;Parker's Mood;8;10.0
31539;King Pleasure;USA;1960;C#,Db;Tomorrow Is Another Day;10;12.0
31540;King Pleasure;USA;1960;D;Golden Days;11;13.0
31541;King Pleasure;USA;1960;D#,Eb;The New Symphony Sid;11;13.0
31542;King Pleasure;USA;1960;G#,Ab;Don't Worry About Me;10;12.0
31582;Kitty Kallen;UK;1960;A#,Bb;That Old Feeling;16;18.0
31583;Kitty Kallen;UK;1960;C;Never In a Million Years;12;14.0
31584;Kitty Kallen;UK;1960;D#,Eb;Always in My Heart;12;14.0
31585;Kitty Kallen;UK;1960;D#,Eb;Because You're Mine;11;13.0
